,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
5877,The Chronicles of Narnia: Prince Caspian,DS,2008.0,Action Adventure,Disney Interactive Studios  ,0.19,0.01,0.0,0.02,0.22,54.0,12.0,4.0,4.0,Fall Line Studio,E10+
5878,Summoner 2,PlayStation 2,2002.0,Role-Playing,THQ  ,0.1,0.08,0.0,0.03,0.21,76.0,20.0,8.4,25.0,Volition Inc.,T
5880,Fallout 76,PC,2018.0,Role-Playing,Bethesda Softworks  ,0.12,0.07,0.0,0.02,0.21,52.0,46.0,2.8,6630.0,Bethesda Game Studios,M
5881,Blue Dragon Plus,DS,2009.0,Role-Playing,Ignition Entertainment  ,0.12,0.03,0.05,0.01,0.21000000000000002,69.0,46.0,6.5,16.0,Brownie Brown,E
5882,Dragon's Dogma: Dark Arisen,PlayStation 4,2017.0,Role-Playing,Capcom  ,0.07,0.07,0.03,0.03,0.2,78.0,24.0,8.2,200.0,Capcom,M
5883,The Lord of the Rings: War in the North,PC,2011.0,Role-Playing,Warner Bros. Interactive  ,0.07,0.11,0.0,0.03,0.21,66.0,21.0,7.2,347.0,Snowblind Studios,M
5885,EVE Online,PC,2003.0,Role-Playing,Simon & Schuster Interactive  ,0.0,0.19,0.0,0.01,0.2,69.0,22.0,7.2,334.0,CCP,T
5886,Phantasy Star Online,Dreamcast,2001.0,Role-Playing,Sega  ,0.0,0.0,0.2,0.0,0.2,89.0,21.0,8.4,50.0,Sonic Team,T
5887,Enchanted Arms,PlayStation 3,2007.0,Role-Playing,Ubisoft  ,0.17,0.01,0.0,0.02,0.2,64.0,23.0,6.6,39.0,From Software,T
5888,Dragon Ball Z: Harukanaru Densetsu,DS,2007.0,Strategy,Atari  ,0.19,0.0,0.0,0.02,0.21,57.0,16.0,6.5,13.0,Bec,E
5889,Infinite Space,DS,2010.0,Role-Playing,Sega  ,0.06,0.05,0.07,0.01,0.19,75.0,46.0,8.2,67.0,"PlatinumGames, NUDE MAKER,Y.K.",T
5890,Marvel: Ultimate Alliance 2,DS,2009.0,Role-Playing,Activision  ,0.16,0.03,0.0,0.02,0.21,65.0,7.0,6.4,11.0,n-Space,E10+
5891,Record of Agarest War,Xbox 360,2010.0,Strategy,Aksys Games  ,0.18,0.0,0.01,0.01,0.2,71.0,7.0,6.2,28.0,Compile Heart,T
5892,Grandia II,Dreamcast,2000.0,Role-Playing,Ubisoft  ,0.0,0.0,0.2,0.0,0.2,90.0,17.0,8.6,84.0,Game Arts,T
5893,Untold Legends: Dark Kingdom,PlayStation 3,2006.0,Role-Playing,Sony Online Entertainment  ,0.14,0.02,0.02,0.02,0.19999999999999998,58.0,40.0,7.0,40.0,Sony Online Entertainment,T
5894,Bleach: The 3rd Phantom,DS,2009.0,Strategy,Sega  ,0.1,0.02,0.07,0.01,0.2,59.0,28.0,7.6,14.0,"Sega, Tom Create",T
5895,Solatorobo: Red the Hunter,DS,2011.0,Role-Playing,Xseed Games  ,0.08,0.04,0.07,0.01,0.2,76.0,40.0,8.5,33.0,CyberConnect2,E10+
5896,Shin Megami Tensei: Strange Journey Redux,3DS,2018.0,General,Atlus  ,0.08,0.01,0.1,0.01,0.2,80.0,32.0,5.3,286.0,Atlus,M
5897,Baldur's Gate: Dark Alliance,Xbox,2002.0,Role-Playing,Interplay  ,0.15,0.04,0.0,0.01,0.2,83.0,25.0,8.5,30.0,Snowblind Studios,T
5898,Mana Khemia 2: Fall of Alchemy,PlayStation 2,2009.0,Role-Playing,NIS America  ,0.07,0.05,0.05,0.02,0.19,70.0,12.0,8.2,26.0,Gust,T
5899,The Hobbit,Game Boy Advance,2003.0,Role-Playing,Sierra Entertainment  ,0.14,0.05,0.0,0.0,0.19,67.0,6.0,8.3,21.0,Saffire,E
5901,Spectrobes: Origins,Wii,2009.0,Role-Playing,Disney Interactive Studios  ,0.16,0.02,0.0,0.01,0.19,71.0,22.0,8.3,23.0,Genki,E10+
5902,Breath of Fire II,Game Boy Advance,2002.0,Role-Playing,Capcom  ,0.14,0.05,0.0,0.0,0.19,81.0,16.0,8.3,29.0,Capcom,E
5903,Shiren the Wanderer,Wii,2010.0,Role-Playing,Atlus  ,0.08,0.0,0.11,0.01,0.2,71.0,21.0,8.0,6.0,ChunSoft,T
5904,Breath of Fire: Dragon Quarter,PlayStation 2,2003.0,Role-Playing,Capcom  ,0.09,0.07,0.0,0.02,0.18,78.0,28.0,6.6,46.0,Capcom,T
5905,Enchanted Arms,Xbox 360,2006.0,Role-Playing,Ubisoft  ,0.16,0.02,0.0,0.01,0.19,69.0,54.0,6.9,68.0,From Software,T
5906,South Park: The Stick of Truth,PC,2014.0,Role-Playing,Ubisoft  ,0.07,0.1,0.0,0.02,0.19,85.0,48.0,8.6,2197.0,Obsidian Entertainment,M
5907,Project X Zone 2,3DS,2016.0,Strategy,Namco Bandai Games  ,0.06,0.04,0.09,0.01,0.2,73.0,57.0,7.6,58.0,Monolith Soft,T
5908,Sudeki,Xbox,2004.0,Role-Playing,Microsoft Game Studios  ,0.14,0.04,0.0,0.01,0.19000000000000003,72.0,75.0,8.3,59.0,Climax Group,M
5909,Lunar Legend,Game Boy Advance,2002.0,Role-Playing,Ubisoft  ,0.14,0.05,0.0,0.0,0.19,79.0,20.0,7.8,9.0,Magic Rings,E
5910,Fairy Fencer F,PlayStation 3,2014.0,Role-Playing,NIS America  ,0.05,0.03,0.09,0.02,0.18999999999999997,65.0,31.0,7.3,53.0,Compile Heart,T
5911,God Eater 3,PlayStation 4,2019.0,Role-Playing,Bandai Namco Entertainment  ,0.0,0.0,0.19,0.0,0.19,71.0,60.0,7.4,63.0,"Bandai Namco Games, Marvelous First Studio",T
5912,Risen,Xbox 360,2010.0,Role-Playing,Deep Silver  ,0.07,0.11,0.0,0.01,0.19,60.0,37.0,6.5,91.0,Piranha Bytes,M
5913,Nostalgia,DS,2009.0,Role-Playing,Ignition Entertainment  ,0.16,0.0,0.02,0.01,0.19,72.0,36.0,7.6,20.0,Matrix Software,E10+
5914,Tokyo Xanadu,PlayStation Vita,2017.0,Role-Playing,Aksys Games  ,0.02,0.0,0.16,0.01,0.19,74.0,20.0,8.1,32.0,Falcom,T
5915,La Pucelle: Tactics,PlayStation 2,2004.0,Strategy,Mastiff  ,0.09,0.07,0.0,0.02,0.18,79.0,47.0,8.7,22.0,Nippon Ichi Software,T
5916,EverQuest Online Adventures: Frontiers,PlayStation 2,2003.0,Role-Playing,Sony Online Entertainment  ,0.09,0.07,0.0,0.02,0.18,77.0,16.0,8.1,19.0,Sony Online Entertainment,T
5917,Arcania: Gothic 4,PC,2010.0,Role-Playing,JoWood Productions  ,0.09,0.08,0.0,0.02,0.18999999999999997,63.0,25.0,4.0,456.0,Spellbound,T
5918,Disgaea DS,DS,2008.0,Strategy,NIS America  ,0.11,0.01,0.05,0.01,0.18,82.0,32.0,8.1,43.0,Nippon Ichi Software,T
5919,Gauntlet: Seven Sorrows,Xbox,2005.0,Role-Playing,Midway Games  ,0.14,0.04,0.0,0.01,0.19000000000000003,61.0,36.0,8.2,5.0,Midway,T
5920,Conception II: Children of the Seven Stars,PlayStation Vita,2014.0,Role-Playing,Atlus  ,0.11,0.0,0.04,0.04,0.19,62.0,24.0,7.2,104.0,"Spike, Spike Chunsoft",M
5921,The Elder Scrolls IV: Shivering Isles,Xbox 360,2007.0,Role-Playing,Bethesda Softworks  ,0.17,0.0,0.0,0.01,0.18000000000000002,86.0,45.0,8.5,99.0,Bethesda Softworks,M
5922,Might & Magic: Clash of Heroes,DS,2009.0,Role-Playing,Ubisoft  ,0.15,0.02,0.0,0.01,0.18,86.0,39.0,7.6,73.0,Capy Games,E10+
5923,Mega Man X: Command Mission,PlayStation 2,2004.0,Role-Playing,Capcom  ,0.09,0.07,0.0,0.02,0.18,69.0,27.0,8.6,65.0,"Valuewave Co.,Ltd.",E
5924,Trinity Universe,PlayStation 3,2010.0,Role-Playing,NIS America  ,0.07,0.06,0.03,0.02,0.18,62.0,25.0,7.5,28.0,"Gust, Idea Factory",T
5925,Time and Eternity,PlayStation 3,2013.0,Role-Playing,NIS America  ,0.06,0.03,0.06,0.02,0.16999999999999998,42.0,40.0,5.4,76.0,"Image Epoch, Imageepoch",T
5926,Ar nosurge: Ode to an Unborn Star,PlayStation 3,2014.0,Role-Playing,Tecmo Koei  ,0.05,0.04,0.06,0.02,0.16999999999999998,67.0,23.0,8.0,58.0,Gust,T
5927,Hyperdimension Neptunia Victory,PlayStation 3,2013.0,Role-Playing,Compile Heart  ,0.05,0.04,0.06,0.02,0.16999999999999998,55.0,19.0,7.6,86.0,"Idea Factory, Compile Heart",T
5928,Lost Kingdoms,GameCube,2002.0,Role-Playing,Activision  ,0.1,0.02,0.04,0.0,0.16,72.0,22.0,8.2,18.0,From Software,T
5929,Dungeon Siege: Throne of Agony,PSP,2006.0,Role-Playing,2K Games  ,0.13,0.02,0.0,0.02,0.16999999999999998,74.0,32.0,8.0,28.0,SuperVillain Studios,T
5930,Eragon,DS,2006.0,Action,Sierra Entertainment  ,0.13,0.02,0.0,0.01,0.16,63.0,17.0,7.5,15.0,Amaze Entertainment,T
5931,Valkyria Revolution,PlayStation 4,2017.0,Role-Playing,Sega  ,0.04,0.03,0.07,0.02,0.16,54.0,56.0,5.7,95.0,Media.Vision,T
5932,Mugen Souls,PlayStation 3,2012.0,Role-Playing,NIS America  ,0.04,0.03,0.08,0.01,0.16000000000000003,55.0,24.0,7.2,36.0,"Compile Heart, GCREST",T
5933,Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,Natsume  ,0.11,0.0,0.03,0.01,0.15000000000000002,80.0,8.0,7.7,19.0,Neverland,E10+
5934,Atelier Iris: Eternal Mana,PlayStation 2,2005.0,Role-Playing,NIS America  ,0.08,0.06,0.0,0.02,0.16,74.0,38.0,7.5,46.0,Gust,T
5935,Digimon World 4,PlayStation 2,2005.0,Role-Playing,Bandai  ,0.08,0.06,0.0,0.02,0.16,48.0,7.0,6.4,53.0,Bandai,E
5936,Oreshika: Tainted Bloodlines,PlayStation Vita,2015.0,Role-Playing,Sony Computer Entertainment  ,0.0,0.0,0.15,0.0,0.15,78.0,26.0,8.0,92.0,Alfa System,T
5937,Kingdom of Paradise,PSP,2005.0,Role-Playing,Sony Computer Entertainment  ,0.14,0.0,0.0,0.02,0.16,72.0,38.0,7.5,24.0,Climax Entertainment,T
5939,Atelier Sophie: The Alchemist of the Mysterious Book,PlayStation 4,2016.0,Role-Playing,Tecmo Koei  ,0.04,0.03,0.07,0.01,0.15000000000000002,75.0,32.0,7.8,79.0,Gust,T
5940,Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,Xseed Games  ,0.09,0.0,0.04,0.01,0.14,80.0,25.0,8.5,72.0,Falcom,T
5941,Phantasy Star Online Episode I & II,Xbox,2003.0,Role-Playing,Sega  ,0.11,0.03,0.0,0.01,0.15000000000000002,83.0,22.0,8.1,32.0,Sonic Team,T
5942,Record of Agarest War 2,PlayStation 3,2012.0,Strategy,Aksys Games  ,0.09,0.0,0.04,0.01,0.14,56.0,6.0,7.3,32.0,"Idea Factory, Compile Heart",T
5943,Adventures to Go!,PSP,2009.0,Role-Playing,Natsume  ,0.11,0.0,0.01,0.02,0.13999999999999999,58.0,7.0,7.8,12.0,Global A,E10+
5944,Class of Heroes,PSP,2009.0,Role-Playing,Atlus  ,0.06,0.0,0.08,0.01,0.15000000000000002,61.0,12.0,7.1,12.0,Zerodiv,T
5945,Cyberdimension Neptunia: 4 Goddesses Online,PlayStation 4,2017.0,Role-Playing,Idea Factory International  ,0.06,0.0,0.07,0.01,0.14,71.0,12.0,6.9,43.0,Compile Heart,T
5946,Gungnir,PSP,2012.0,Strategy,Atlus  ,0.08,0.0,0.04,0.02,0.13999999999999999,68.0,11.0,8.3,28.0,Sting,T
5947,Grand Kingdom,PlayStation 4,2016.0,Strategy,NIS America  ,0.08,0.0,0.04,0.02,0.13999999999999999,78.0,33.0,7.3,96.0,Spike Chunsoft,T
5948,Hexyz Force,PSP,2010.0,Role-Playing,Atlus  ,0.07,0.0,0.06,0.01,0.14,68.0,13.0,7.4,25.0,Sting,T
5949,Phantom Brave,PlayStation 2,2004.0,Strategy,NIS America  ,0.07,0.05,0.0,0.02,0.14,81.0,40.0,8.2,29.0,Nippon Ichi Software,T
5950,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2006.0,Role-Playing,Namco Bandai  ,0.03,0.0,0.11,0.0,0.14,63.0,25.0,7.5,18.0,Microvision,E10+
5952,South Park: The Fractured But Whole,Switch,2018.0,Role-Playing,Ubisoft  ,0.08,0.05,0.0,0.01,0.14,80.0,32.0,7.8,140.0,Ubisoft San Francisco,M
5953,Risen 2: Dark Waters,Xbox 360,2012.0,Role-Playing,Deep Silver  ,0.05,0.08,0.0,0.01,0.14,60.0,18.0,6.1,66.0,Piranha Bytes,M
5954,Eternal Poison,PlayStation 2,2008.0,Strategy,Atlus  ,0.07,0.05,0.0,0.02,0.14,65.0,11.0,8.6,14.0,Flight-Plan,T
5955,Baldur's Gate: Dark Alliance,GameCube,2002.0,Role-Playing,Interplay  ,0.11,0.03,0.0,0.0,0.14,79.0,10.0,7.6,21.0,High Voltage Software,T
5956,Wild ARMs XF,PSP,2008.0,Strategy,Xseed Games  ,0.07,0.0,0.06,0.01,0.14,64.0,22.0,7.5,26.0,Media.Vision,E10+
5957,Star Wars: Knights of the Old Republic,PC,2003.0,Role-Playing,LucasArts  ,0.01,0.11,0.0,0.02,0.13999999999999999,93.0,33.0,9.0,2148.0,BioWare,T
5960,Shining Soul,Game Boy Advance,2003.0,Role-Playing,Atlus  ,0.03,0.01,0.09,0.0,0.13,58.0,13.0,8.2,9.0,Next Entertainment,E
5961,Fairy Fencer F: Advent Dark Force,PlayStation 4,2016.0,Role-Playing,Idea Factory International  ,0.06,0.0,0.06,0.01,0.13,71.0,21.0,6.9,59.0,Compile Heart,T
5962,Risen,PC,2009.0,Role-Playing,Deep Silver  ,0.0,0.12,0.0,0.02,0.13999999999999999,77.0,32.0,8.1,851.0,Piranha Bytes,M
5963,Divinity II: The Dragon Knight Saga,Xbox 360,2011.0,Role-Playing,Atlus  ,0.11,0.02,0.0,0.01,0.14,72.0,13.0,7.9,58.0,Larian Studios Games,M
5964,Ys: The Ark of Napishtim,PlayStation 2,2005.0,Role-Playing,Konami  ,0.07,0.05,0.0,0.02,0.14,72.0,35.0,8.9,30.0,Falcom,T
5966,Phantom Brave: We Meet Again,Wii,2009.0,Strategy,NIS America  ,0.12,0.0,0.01,0.01,0.14,76.0,12.0,7.7,17.0,Nippon Ichi Software,T
5967,Trillion: God of Destruction,PlayStation Vita,2016.0,Role-Playing,Idea Factory  ,0.04,0.01,0.07,0.02,0.14,65.0,21.0,7.4,46.0,Compile Heart,T
5968,RPG Maker II,PlayStation 2,2003.0,Role-Playing,Agetec  ,0.06,0.05,0.0,0.02,0.13,65.0,9.0,8.5,80.0,Kuusou Kagaku,E
5969,Venetica,Xbox 360,2011.0,Role-Playing,Atari  ,0.09,0.03,0.0,0.01,0.13,42.0,14.0,7.3,25.0,Deck 13,T
5970,The Legend of Heroes: Trails of Cold Steel IV,PlayStation 4,2020.0,Role-Playing,NIS America  ,0.0,0.0,0.13,0.0,0.13,81.0,33.0,8.7,158.0,Falcom,T
5971,Summon Night: Twin Age,DS,2008.0,Role-Playing,Atlus  ,0.07,0.0,0.05,0.01,0.13,73.0,21.0,7.2,11.0,Flight-Plan,E10+
5972,Shin Megami Tensei: Digital Devil Saga,PlayStation 2,2005.0,Role-Playing,Atlus  ,0.06,0.05,0.0,0.02,0.13,78.0,42.0,5.1,252.0,Atlus Co.,M
5973,Dokapon Kingdom,Wii,2008.0,Role-Playing,Atlus  ,0.12,0.0,0.0,0.01,0.13,73.0,11.0,8.4,24.0,Sting,E10+
5974,Mass Effect: Andromeda,PC,2017.0,Action RPG,Electronic Arts  ,0.04,0.08,0.0,0.01,0.13,72.0,37.0,5.0,4332.0,BioWare,M
5975,Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,2015.0,Role-Playing,Atlus  ,0.0,0.02,0.1,0.0,0.12000000000000001,84.0,37.0,5.2,265.0,Atlus,T
5976,Baroque,PlayStation 2,2008.0,Role-Playing,Atlus  ,0.05,0.04,0.02,0.01,0.12,60.0,6.0,8.1,45.0,Sting,T
5977,The Legend of Heroes: Trails of Cold Steel III,PlayStation 4,2019.0,Role-Playing,NIS America  ,0.0,0.0,0.13,0.0,0.13,82.0,30.0,8.7,199.0,Falcom,T
5978,Mega Man X: Command Mission,GameCube,2004.0,Role-Playing,Capcom  ,0.1,0.02,0.0,0.0,0.12000000000000001,67.0,21.0,8.6,63.0,Capcom,E
5979,Dragon's Crown Pro,PlayStation 4,2018.0,Action,Atlus  ,0.1,0.0,0.0,0.02,0.12000000000000001,80.0,48.0,7.9,97.0,Vanillaware,T
5980,Dragon's Crown Pro,PlayStation 4,2018.0,Action,Atlus  ,0.0,0.03,0.03,0.0,0.06,80.0,48.0,7.9,97.0,Vanillaware,T
5981,Venetica,PlayStation 3,2011.0,Role-Playing,Atari  ,0.07,0.03,0.0,0.01,0.11,47.0,14.0,7.1,14.0,Deck 13,T
5982,Conception II: Children of the Seven Stars,3DS,2014.0,Role-Playing,Atlus  ,0.09,0.0,0.03,0.01,0.13,62.0,11.0,7.7,43.0,"Spike, Spike Chunsoft",M
5983,Makai Kingdom: Chronicles of the Sacred Tome,PlayStation 2,2005.0,Role-Playing,NIS America  ,0.06,0.05,0.0,0.02,0.13,77.0,41.0,8.5,13.0,Nippon Ichi Software,T
5984,Portal Knights,PlayStation 4,2017.0,Action,505 Games  ,0.02,0.05,0.03,0.01,0.11,71.0,26.0,6.3,40.0,Keen Games,E10+
5985,Vampyr,Xbox One,2018.0,Role-Playing,Focus Home Interactive  ,0.07,0.04,0.0,0.01,0.12000000000000001,70.0,16.0,6.9,150.0,DONTNOD Entertainment,M
5986,Lunar: Dragon Song,DS,2005.0,Role-Playing,Ubisoft  ,0.11,0.0,0.0,0.01,0.12,59.0,30.0,5.3,20.0,"Game Arts, Japan Art Media (JAM)",E10+
5987,Atelier Annie: Alchemists of Sera Island,DS,2009.0,Strategy,NIS America  ,0.08,0.0,0.03,0.01,0.12,70.0,11.0,6.8,15.0,Gust,E10+
5988,Call of Cthulhu,PlayStation 4,2018.0,Role-Playing,Focus Home Interactive  ,0.07,0.03,0.0,0.02,0.12000000000000001,63.0,47.0,7.1,190.0,"Cyanide, Cyanide Studios",M
5989,God Eater 2: Rage Burst,PlayStation 4,2015.0,Role-Playing,Namco Bandai Games  ,0.0,0.01,0.11,0.0,0.12,69.0,35.0,7.2,113.0,Shift,T
5990,Lost Magic,DS,2006.0,Role-Playing,Ubisoft  ,0.09,0.0,0.02,0.01,0.12,68.0,44.0,8.0,40.0,Taito Corporation,E
5991,Phantasy Star Universe,Xbox 360,2006.0,Role-Playing,Sega  ,0.09,0.01,0.0,0.01,0.10999999999999999,64.0,34.0,7.4,50.0,Sonic Team,T
5993,Darkspore,PC,2011.0,Role-Playing,Electronic Arts  ,0.07,0.03,0.0,0.01,0.11,65.0,52.0,6.0,137.0,Maxis,T
5994,Dokapon Kingdom,PlayStation 2,2008.0,Role-Playing,Atlus  ,0.05,0.04,0.02,0.01,0.12,61.0,8.0,6.9,9.0,Sting,E10+
5995,A Witch's Tale,DS,2009.0,Role-Playing,NIS America  ,0.08,0.0,0.03,0.01,0.12,50.0,17.0,7.0,8.0,"Nippon Ichi Software, Hit Maker",E10+
5996,The Alliance Alive,3DS,2018.0,Role-Playing,Atlus  ,0.04,0.0,0.06,0.01,0.11,74.0,27.0,7.9,49.0,"Cattle Call, GREZZO, FuRyu",E10+
5997,Phantasy Star Collection,Game Boy Advance,2002.0,Role-Playing,THQ  ,0.08,0.03,0.0,0.0,0.11,76.0,20.0,8.2,9.0,Digital Eclipse,E
5998,Growlanser Generations,PlayStation 2,2004.0,Role-Playing,Working Designs  ,0.06,0.04,0.0,0.01,0.11,81.0,19.0,8.5,34.0,Career Soft,T
5999,Mana Khemia: Student Alliance,PSP,2009.0,Role-Playing,Nippon Ichi Software  ,0.06,0.0,0.03,0.01,0.09999999999999999,41.0,19.0,6.6,38.0,Gust,E10+
6000,Master of the Monster Lair,DS,2008.0,Role-Playing,Atlus  ,0.1,0.0,0.0,0.01,0.11,56.0,8.0,7.0,4.0,Global A,E10+
6003,Sacred 3,PlayStation 3,2014.0,Role-Playing,Deep Silver  ,0.03,0.04,0.03,0.01,0.11,56.0,13.0,3.4,53.0,"Deep Silver, Keen Games",M
6004,Etrian Odyssey Nexus,3DS,2019.0,General,Atlus  ,0.0,0.0,0.11,0.0,0.11,81.0,27.0,6.7,36.0,Atlus,T
6005,Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,Atlus  ,0.05,0.0,0.04,0.01,0.09999999999999999,73.0,17.0,8.2,24.0,Sting,T
6006,Tokyo Xanadu eX+,PlayStation 4,2017.0,Role-Playing,Aksys Games  ,0.05,0.0,0.05,0.01,0.11,75.0,16.0,7.9,61.0,Falcom,T
6007,Phantom Brave: The Hermuda Triangle,PSP,2011.0,Strategy,NIS America  ,0.06,0.0,0.03,0.01,0.09999999999999999,65.0,16.0,8.2,12.0,Nippon Ichi Software,T
6008,Riviera: The Promised Land,Game Boy Advance,2005.0,Role-Playing,Atlus  ,0.07,0.03,0.0,0.0,0.1,76.0,26.0,8.6,28.0,Sting,T
6009,Baten Kaitos Origins,GameCube,2006.0,Role-Playing,Nintendo  ,0.06,0.02,0.02,0.0,0.1,75.0,21.0,8.5,34.0,"Monolith Soft, Namco Bandai Games",T
6010,Monster Rancher EVO,PlayStation 2,2006.0,Strategy,Tecmo  ,0.02,0.02,0.05,0.01,0.09999999999999999,58.0,16.0,6.8,10.0,Tecmo,E10+
6011,Jade Cocoon 2,PlayStation 2,2001.0,Role-Playing,Ubisoft  ,0.05,0.04,0.0,0.01,0.09999999999999999,76.0,16.0,7.9,27.0,Genki,T
6012,The Bard's Tale,Xbox,2004.0,Role-Playing,inXile Entertainment  ,0.08,0.02,0.0,0.0,0.1,75.0,50.0,7.5,6.0,InXile Entertainment,T
6013,King's Field: The Ancient City,PlayStation 2,2002.0,Role-Playing,Agetec  ,0.05,0.04,0.0,0.01,0.09999999999999999,60.0,14.0,8.6,26.0,From Software,T
6014,Contact,DS,2006.0,Role-Playing,Atlus  ,0.07,0.0,0.03,0.01,0.11,73.0,36.0,8.2,40.0,Grasshopper Manufacture,E10+
6015,Opoona,Wii,2008.0,Role-Playing,KOEI  ,0.08,0.0,0.01,0.01,0.09999999999999999,65.0,33.0,7.9,15.0,ArtePiazza,E10+
6016,Blue Dragon: Awakened Shadow,DS,2010.0,Role-Playing,D3 Publisher  ,0.06,0.0,0.03,0.0,0.09,63.0,27.0,6.6,10.0,Tri-Crescendo,E10+
6017,Shining Force EXA,PlayStation 2,2007.0,Role-Playing,Sega  ,0.0,0.0,0.1,0.0,0.1,64.0,24.0,7.8,21.0,Neverland,E10+
6018,Persona Q2: New Cinema Labyrinth,3DS,2019.0,Role-Playing,Atlus  ,0.0,0.0,0.1,0.0,0.1,81.0,36.0,7.8,78.0,Atlus,M
6019,Sword Art Online: Fatal Bullet,Xbox One,2018.0,Action,Namco Bandai Games  ,0.09,0.0,0.0,0.01,0.09999999999999999,72.0,8.0,7.4,37.0,Dimps Corporation,T
6020,The Legend of Heroes: Trails in the Sky,PSP,2011.0,Role-Playing,Xseed Games  ,0.06,0.0,0.03,0.0,0.09,79.0,22.0,8.3,112.0,Falcom,T
6021,Ar tonelico: Melody of Elemia,PlayStation 2,2007.0,Role-Playing,Nippon Ichi Software  ,0.0,0.0,0.1,0.0,0.1,71.0,30.0,8.1,56.0,Gust,T
6022,Lost Dimension,PlayStation Vita,2015.0,Adventure,Atlus  ,0.04,0.02,0.02,0.02,0.1,72.0,28.0,7.8,41.0,"Lancarse, FuRyu",T
6023,The Technomancer,PlayStation 4,2016.0,Role-Playing,Focus Home Interactive  ,0.04,0.04,0.0,0.02,0.1,60.0,38.0,6.7,148.0,Spiders,M
6025,The Legend of Heroes: A Tear of Vermillion,PSP,2005.0,Role-Playing,Bandai  ,0.08,0.0,0.0,0.01,0.09,68.0,24.0,7.9,31.0,Microvision,T
6026,Arcania: Gothic 4,Xbox 360,2010.0,Role-Playing,JoWood Productions  ,0.04,0.04,0.01,0.01,0.09999999999999999,64.0,21.0,5.1,72.0,Spellbound,T
6027,Forever Kingdom,PlayStation 2,2002.0,Role-Playing,Agetec  ,0.02,0.02,0.04,0.01,0.09,64.0,13.0,8.4,8.0,From Software,T
6028,Shining Tears,PlayStation 2,2005.0,Role-Playing,Sega  ,0.05,0.04,0.0,0.01,0.09999999999999999,61.0,14.0,6.6,12.0,Nex Entertainment,T
6029,Mimana Iyar Chronicle,PSP,2010.0,Role-Playing,Aksys Games  ,0.07,0.0,0.01,0.01,0.09,45.0,6.0,6.3,7.0,GungHo,T
6030,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009.0,Role-Playing,Aspyr  ,0.08,0.0,0.0,0.01,0.09,45.0,10.0,8.1,32.0,Big Blue Bubble Inc.,T
6031,Riviera: The Promised Land,PSP,2007.0,Role-Playing,Atlus  ,0.07,0.0,0.02,0.01,0.1,68.0,11.0,8.0,21.0,Sting,T
6032,Skies of Arcadia,Dreamcast,2000.0,Role-Playing,Sega  ,0.0,0.0,0.09,0.0,0.09,93.0,21.0,8.9,134.0,Overworks,T
6034,Last Rebellion,PlayStation 3,2010.0,Role-Playing,NIS America  ,0.06,0.01,0.01,0.01,0.08999999999999998,44.0,30.0,4.7,27.0,Hit Maker,T
6035,Spectral Force Genesis,DS,2010.0,Role-Playing,Ignition Entertainment  ,0.08,0.0,0.01,0.01,0.09999999999999999,46.0,8.0,7.0,5.0,"Neverland, Idea Factory",T
6036,Fullmetal Alchemist: Dual Sympathy,DS,2006.0,Action,Destineer  ,0.05,0.0,0.04,0.0,0.09,58.0,15.0,6.8,13.0,Natsume,T
6037,Justice League Heroes,DS,2006.0,Role-Playing,Warner Bros. Interactive  ,0.08,0.0,0.0,0.01,0.09,43.0,9.0,6.3,8.0,Sensory Sweep,E10+
6039,Summon Night 6: Lost Borders,PlayStation 4,2017.0,Role-Playing,Gaijinworks  ,0.03,0.0,0.05,0.01,0.09,71.0,9.0,6.9,19.0,Media.Vision,T
6040,Dark Rose Valkyrie,PlayStation 4,2017.0,Role-Playing,Idea Factory International  ,0.04,0.0,0.04,0.01,0.09,58.0,14.0,6.0,24.0,Compile Heart,T
6041,Knights in the Nightmare,PSP,2010.0,Strategy,Atlus  ,0.06,0.0,0.02,0.01,0.09,75.0,10.0,8.5,13.0,Sting,T
6042,Ys I & II Chronicles,PSP,2011.0,Role-Playing,Xseed Games  ,0.05,0.0,0.03,0.01,0.09,63.0,16.0,8.6,48.0,Falcom,T
6043,Exist Archive: The Other Side of the Sky,PlayStation Vita,2016.0,Role-Playing,Aksys Games  ,0.02,0.0,0.06,0.01,0.09,68.0,9.0,8.1,21.0,Tri-Ace,T
6044,Spectral Force 3,Xbox 360,2008.0,Strategy,Atlus  ,0.08,0.0,0.0,0.01,0.09,59.0,16.0,7.5,17.0,Xpec,T
6045,Digimon World 4,GameCube,2005.0,Role-Playing,Bandai  ,0.07,0.02,0.0,0.0,0.09000000000000001,55.0,4.0,8.1,20.0,Bandai,E
6046,Grand Kingdom,PlayStation Vita,2016.0,Strategy,NIS America  ,0.02,0.01,0.05,0.01,0.09,76.0,11.0,8.3,46.0,Spike Chunsoft,T
