Name,Platform,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Genre
Singularity,PC,76,36,7.7,414,Raven Software,M,Action
Robotech: Invasion,Xbox,59,41,tbd,,Vicious Cycle,T,Action
Moon,DS,71,45,7.4,23,Renegade Kid,T,Action
Raze's Hell,Xbox,71,37,7.3,9,Artech Studios,M,Action
Time Crisis: Project Titan,PlayStation,71,13,6.5,10,Flying Tiger Development,T,Action
Centipede: Infestation,3DS,,,tbd,,WayForward,E10+,Action
Tom Clancy's Rainbow Six: Lockdown,GameCube,72,8,7.8,5,"Red Storm Entertainment, Ubisoft Montreal",M,Action
Rock of the Dead,Xbox 360,48,7,4.8,4,Epicenter Studios,T,Action
Counter Force,Wii,,,5.5,4,Hyper-Devbox,E10+,Action
Assault Suit Leynos,PlayStation 4,67,8,6.9,12,Dracue,E10+,Action
Yager,Xbox,70,19,8.0,11,Yager,T,Action Adventure
Trigger Man,Xbox,31,5,tbd,,Point of View,T,Action
Bad Boys: Miami Takedown,GameCube,35,11,2.0,9,Blitz Games,M,Action
Dead Alliance,PlayStation 4,48,5,3.8,4,"IllFonic, Maximum Games, Psyop",M,Action
Wolfenstein,PC,74,41,7.5,391,"id Software, Raven Software",M,Action
Deer Hunter: Reloaded,PlayStation 4,,,tbd,,GameMill Entertainment,T,Sports
Enemy Front,Xbox 360,35,8,5.6,85,CI Games,M,Action
Operation Flashpoint: Elite,Xbox,64,24,8.2,28,Bohemia Interactive,T,Action
Raid: World War II,PlayStation 4,46,12,3.7,15,"Starbreeze, Lion Games",M,Action Adventure
DOOM,PC,85,44,8.5,3365,id Software,M,Sci-Fi
Dark Arena,Game Boy Advance,65,17,7.8,4,Graphic State,T,Action
Rogue Trooper,PlayStation 2,71,37,8.5,15,Rebellion,T,Action
Castle of Shikigami III,Wii,67,9,7.7,10,Alfa System,T,Action
Star X,Game Boy Advance,60,10,tbd,,Graphic State,E,Action
Deer Hunter: Reloaded,Xbox One,,,tbd,,GameMill Entertainment,T,Sports
Attack of the Movies 3D,Xbox 360,38,8,1.7,10,Panic Button,T,Action
The Monkey King: The Legend Begins,Wii,,,4.8,4,Opera House,E,Action
Metal Slug 4 & 5,Xbox,69,22,7.9,7,BrezzaSoft,T,Action
Painkiller: Hell & Damnation,PlayStation 3,40,7,6.4,20,The Farm 51,M,Action
WarJetz,PlayStation 2,59,9,tbd,,3DO,T,Action
Prey,PC,82,38,8.2,1377,Arkane Studios,M,General
Metal Slug XX,PSP,67,22,6.0,16,SNK Playmore,T,Action
Chicken Blaster,DS,,,tbd,,Zoo Games,E10+,Action
Tom Clancy's Ghost Recon: Wildlands,PC,69,31,6.6,719,Ubisoft Paris,M,Action Adventure
SWAT: Target Liberty,PSP,50,26,6.2,12,3G Studios,T,Action
Twin Strike: Operation Thunder,Wii,50,7,7.7,7,Naps Team,E10+,Action
Black Clover: Quartet Knights,PlayStation 4,53,12,6.7,22,"Bandai Namco Games, ilinx inc.",T,Action Adventure
Danganronpa Another Episode: Ultra Despair Girls,PlayStation 4,67,13,7.3,59,Spike Chunsoft,M,Action Adventure
Brothers In Arms DS,DS,72,27,8.1,27,Gameloft,T,Action
Dead Alliance,Xbox One,43,7,3.4,5,"IllFonic, Maximum Games, Psyop",M,Action
Resident Evil: Operation Raccoon City,PC,48,8,4.2,259,Slant Six,M,Action
Doom II,Game Boy Advance,77,12,8.6,60,Torus Games,T,Action
Operation Warcade,PlayStation 4,67,4,6.1,12,Ivanovich Games,T,Action
Greg Hastings' Tournament Paintball Max'd,DS,39,4,7.4,10,Nightlight Studios,E10+,Action
Little Red Riding Hood's Zombie BBQ,DS,68,15,7.7,10,EnjoyUp Games,T,Action
Bionicle Heroes,Wii,52,7,6.0,7,Traveller's Tales,E10+,Action
Halo: Combat Evolved,PC,83,40,7.7,577,Gearbox Software,M,Action
Without Warning,PlayStation 2,45,25,6.2,10,CiRCLE,M,Action
Monster Force,Game Boy Advance,65,9,tbd,,Digital Eclipse,E,Action
SD Gundam Force: Showdown!,PlayStation 2,58,7,3.5,4,Tom Create,E,Action
RLH: Run Like Hell,Xbox,55,22,7.5,4,Digital Mayhem,M,Action
Painkiller: Hell Wars,Xbox,68,33,7.7,19,People Can Fly,M,Action
Greg Hastings Paintball 2,PlayStation 3,46,5,6.8,4,Super X Studios,E10+,Action
Marines: Modern Urban Combat,Wii,,,tbd,,Destineer,T,Action
Deer Drive Legends,3DS,,,tbd,,Raylight Studios,T,Sports
Raven Squad: Operation Hidden Dagger,PC,39,11,3.1,60,Atomic Motion,T,Action
Silent Scope,Game Boy Advance,70,5,8.0,5,Now Production,T,Action
Red Faction II,GameCube,79,12,7.9,7,Cranky Pants Games,M,Action
Battle Engine Aquila,PlayStation 2,73,17,7.4,5,Lost Toys,T,Action
Special Forces: Nemesis Strike,Xbox,60,10,6.4,5,Asobo Studio,M,Action
Star Wars Jedi Knight: Jedi Academy,PC,81,34,8.6,481,Raven Software,T,Action
The Sum of All Fears,GameCube,36,11,3.6,7,Ubisoft Shanghai,T,Action
Call of Juarez: Bound in Blood,PC,78,39,7.9,361,Techland,M,Action
Cabela's Big Game Hunter: Pro Hunts,PlayStation 3,,,5.9,8,Cauldron Ltd.,T,Sports
Raid: World War II,Xbox One,46,7,5.6,8,"Starbreeze, Lion Games",M,Action Adventure
Red Faction: Guerrilla,PC,82,29,7.6,365,"Volition Inc., Reactor Zero",M,Action
Combat Elite: WWII Paratroopers,Xbox,56,11,tbd,,BattleBorne,T,Action
R-Type III: The Third Lightning,Game Boy Advance,46,11,tbd,,Raylight Studios,E,Action
DICE: DNA Integrated Cybernetic Enterprises,PlayStation 2,48,15,tbd,,Natsume,E10+,Action
DeathSmiles II X,Xbox 360,,,8.0,7,Cave,T,Action
Cabela's Big Game Hunter: Pro Hunts,Xbox 360,,,7.3,4,Cauldron Ltd.,T,Sports
Greg Hastings' Tournament Paintball Max'd,Game Boy Advance,,,tbd,,"Machineworks Northwest, WXP",E10+,Action
Gotcha Force,GameCube,56,24,8.5,23,Capcom,E,Action
Medal of Honor: Vanguard,PlayStation 2,63,29,6.3,52,Electronic Arts,T,Action
Max Payne 2: The Fall of Max Payne,PC,86,46,8.9,1377,Remedy Entertainment,M,Action
Battlefield 2142,PC,80,48,6.8,375,EA DICE,T,Action
Judge Dredd: Dredd VS Death,PlayStation 2,52,13,5.3,10,Rebellion,M,Action
Borderlands: Game of the Year Edition,PC,,,7.9,73,Take-Two Interactive,M,Action
Lost Planet 2,PC,63,15,6.2,102,Capcom,T,Action
Touhou Kobuto V: Burst Battle,PlayStation 4,42,12,3.5,14,CUBETYPE,T,Action
SWAT 4,PC,85,49,8.6,313,Irrational Games,M,Action
Serious Sam Advance,Game Boy Advance,51,9,7.5,11,Climax Group,M,Action
Cold War,Xbox,60,25,6.4,5,Mindware Studios,T,Action
Total Overdose: A Gunslinger's Tale in Mexico,Xbox,71,28,8.1,36,Deadline Games,M,Action
Super Stardust Ultra VR,PlayStation 4,66,13,6.6,18,Sony Interactive Entertainment,E10+,Action
AirForce Delta Storm,Game Boy Advance,71,6,tbd,,Konami,E,Action
Cocoto Magic Circus,Wii,,,7.5,10,Neko Entertainment,E10+,Action
Chili Con Carnage,PSP,74,37,7.6,19,Deadline Games,M,Action
RayCrisis: Series Termination,PlayStation,67,8,tbd,,Taito Corporation,E,Action
Sniper Elite V2,Wii U,58,5,5.4,39,Rebellion,M,General
Tom Clancy's Rainbow Six: Vegas 2,PC,78,20,7.4,221,Ubisoft Montreal,M,Action
Brothers in Arms: Hell's Highway,PC,79,22,7.7,175,Gearbox Software,M,Action
Commandos Strike Force,Xbox,62,27,8.0,6,Pyro Studios,T,Action
Saint,Wii,,,tbd,,Opera House,E10+,Action
Plants vs Zombies: Garden Warfare,PC,78,11,7.7,216,PopCap,E10+,General
Serious Sam: Next Encounter,GameCube,69,18,8.4,12,Climax Group,M,Action
Quake 4,PC,81,62,7.6,383,Raven Software,M,Action
Heavy Fire: The Chosen Few 3D,3DS,,,6.3,4,Teyon,T,Action
Frontlines: Fuel of War,PC,73,19,6.9,180,Kaos Studios,T,Action
Veggy World,DS,,,tbd,,Jack of All Games,E,Action
Terminator 3: The Redemption,GameCube,68,20,tbd,,Paradigm Entertainment,T,Action
Unreal Anthology,PC,,,7.7,7,Various,M,Miscellaneous
Big Buck Hunter Arcade,Xbox One,,,tbd,,Maximum Games,T,Sports
Commando: Steel Disaster,DS,64,6,tbd,,Mana Comp. Soft.,E10+,Action
Hunting Simulator,Switch,,,5.6,9,Maximum Games,T,Sports
Chicken Hunter,DS,39,5,tbd,,Phenomedia,E10+,Action
Max Payne,PC,89,32,9.1,1819,Remedy Entertainment,M,Action
Chicago Enforcer,Xbox,33,9,2.6,5,Touchdown Entertainment,M,Action
Painkiller,PC,81,62,8.1,376,People Can Fly,M,Action
Army Rescue,Wii,,,tbd,,"UFO Interactive, CyberPlanet Interactive Public Co., Ltd., CyberPlanet Interactive",E,Miscellaneous
Point Blank 3,PlayStation,78,5,8.6,5,Tose Software,T,Action
Urban Chaos: Riot Response,Xbox,72,34,8.3,14,Rocksteady Studios,M,Action
Heavy Fire: Afghanistan,PC,,,3.2,5,,,
Starship Troopers,PC,46,18,6.0,42,Strangelite,M,Action
Robocop,Xbox,30,9,4.8,20,Titus Software,M,Action
Legendary,PC,50,23,6.4,119,Spark Unlimited,M,Action
Wild West Shootout,Wii,,,tbd,,Funbox Media,T,Action
Castle Shikigami 2,PlayStation 2,67,4,7.4,8,Alfa System,E,Action
Painkiller: Hell & Damnation,Xbox 360,53,14,6.9,31,The Farm 51,M,Action
Rogue Trooper,Xbox,71,37,8.5,13,Rebellion,T,Action
Starhawk,PlayStation 3,77,71,7.8,200,LightBox Interactive,T,Action
SD Gundam Force,Game Boy Advance,,,tbd,,Bandai,E,Action
Without Warning,Xbox,45,25,2.0,5,CiRCLE,M,Action
Destiny 2: Forsaken,PC,84,17,6.1,223,"Bungie Software, Bungie",T,Action
Rogue Trooper Redux,Xbox One,61,10,7.2,6,Sold Out,T,Action
Cabela's Big Game Hunter: Pro Hunts,Wii U,,,tbd,,Cauldron Ltd.,T,Sports
Battle Engine Aquila,Xbox,76,28,tbd,,Lost Toys,T,Action
Platypus,PSP,59,14,6.3,4,Squashy Software,E,Action
The Haunted: Hell's Reach,PC,51,8,7.6,48,ValuSoft,M,Action Adventure
Rogue Trooper Redux,PlayStation 4,59,21,7.1,8,Sold Out,T,Action
Army Men: Major Malfunction,Xbox,36,6,4.0,5,Team17,T,Action
Judge Dredd: Dredd VS Death,Xbox,57,17,7.1,8,Rebellion,M,Action
Borderlands: Game of the Year Edition,Xbox 360,,,7.8,30,Take-Two Interactive,M,Action
Unreal Tournament 2004,PC,93,48,8.8,762,Epic Games,M,Action
Joint Operations: Combined Arms,PC,,,,,NovaLogic,T,Action
Dragon Booster,DS,33,14,7.0,10,Konami Computer Entertainment Hawaii,E,Action
Dead to Rights,Game Boy Advance,40,5,tbd,,Torus Games,T,Action
Space Hulk: Deathwing,PlayStation 4,55,23,5.9,32,Streum On Studio,M,Action
Trigger Man,GameCube,,,tbd,,Point of View,T,Action
Enemy Territory: Quake Wars,PC,84,55,8.3,245,Splash Damage,T,Action
Gears of War,PC,87,36,7.7,701,Epic Games,M,Action
Sniper Elite,PC,76,13,7.6,194,Rebellion,M,Action
Space Invaders Revolution,DS,49,9,5.2,5,Marvelous Entertainment,E,Action
WinBack 2: Project Poseidon,PlayStation 2,48,21,tbd,,Cavia Inc.,T,Action
Turok,PC,65,16,6.2,85,Propaganda Games,M,Action
Tempest 4000,Xbox One,75,9,6.8,5,Llamasoft,E,Action
Call of Juarez,PC,72,25,7.6,308,Techland,M,Action
Serious Sam II,PC,74,31,7.2,270,Croteam,M,Action
Unreal Tournament 2003,PC,86,27,7.8,136,Digital Extremes,M,Action
Big Buck Hunter Arcade,Switch,,,tbd,,GameMill Entertainment,T,Sports
Metal Slug Anthology,PlayStation 2,80,20,8.7,30,Terminal Reality,T,Miscellaneous
Caladrius,Xbox 360,,,tbd,,Moss,T,Action
Resistance Dual Pack,PlayStation 3,,,tbd,,Insomniac Games,M,Miscellaneous
Brothers in Arms: Furious 4,Xbox 360,,,,,Gearbox Software,M,Action
Tempest 4000,PlayStation 4,75,16,5.3,16,Llamasoft,E,Action
CT Special Forces 2: Back in the Trenches,Game Boy Advance,76,11,8.5,4,LSP,T,Action
Deus Ex,PC,90,28,9.2,1452,Ion Storm,M,Action Adventure
Inversion,PC,59,6,6.7,125,Saber Interactive,M,Action
TimeShift,PC,71,30,7.6,186,Saber Interactive,M,Action
Army Men: Air Combat - The Elite Missions,GameCube,46,5,tbd,,3DO,T,Action
Greg Hastings' Tournament Paintball Max'd,PlayStation 2,70,8,8.2,36,Activision Value,E10+,Action
The Chronicles of Riddick: Assault on Dark Athena,PC,80,26,7.8,175,Starbreeze,M,Action
Borderlands: Game of the Year Edition,PlayStation 3,,,7.7,30,Take-Two Interactive,M,Action
Command & Conquer: Renegade,PC,75,28,7.7,134,Westwood Studios,T,Action
Bullet Soul,Xbox 360,,,tbd,,"Tachyon Inc.,",T,Action
Mothergunship,PlayStation 4,78,20,5.0,18,Grip Digital,T,Action
Space Raiders,GameCube,40,8,6.2,5,Taito Corporation,T,Action
Clive Barker's Jericho,PC,63,25,7.6,273,"Mercury Steam, Alchemic Productions",M,Action Adventure
Gungrave VR,PlayStation 4,41,16,4.2,23,IGGYMOB,T,Action
Breach,PC,,,tbd,,QC Games,,Role-Playing
Ziggurat,PlayStation 4,80,8,7.0,25,Milkstone Studios,T,Action
Men in Black II: Alien Escape,GameCube,,,tbd,,Atari,T,Action
Pirate Blast,Wii,,,tbd,,Zoo Games,E10+,Action
Wanted: Weapons of Fate,PC,62,24,7.1,67,GRIN,M,Action
Damnation,PC,41,17,4.2,84,Blue Omega,M,Action
NecroVisioN,PC,63,19,6.1,100,The Farm 51,M,Action
Gun,PC,76,24,7.9,180,"Neversoft Entertainment, Beenox",M,Action Adventure
Armored Core: Verdict Day,Xbox 360,65,8,7.4,13,From Software,T,Simulation
Sniper Elite III,PC,71,29,6.8,435,Rebellion,M,Shooter
Tom Clancy's Ghost Recon Advanced Warfighter 2,PC,76,24,7.1,82,"GRIN, Ubisoft Paris",T,Action
Chaos Field,GameCube,63,7,5.0,5,MileStone Inc.,E,Action
World War II Combat: Iwo Jima,Xbox,25,4,4.8,6,Direct Action Games,M,Action
Deadfall Adventures,Xbox 360,43,13,7.7,110,The Farm 51,M,Action
Kokuga,3DS,77,14,7.5,19,G.Rev,E,Action
Aliens Versus Predator,PC,,,8.3,53,Rebellion,M,Action
Defender,Game Boy Advance,37,12,tbd,,OutLook Entertainment,E,Action
Duke Nukem Advance,Game Boy Advance,81,15,8.3,15,Torus Games,T,Action
Ziggurat,Xbox One,77,6,7.9,16,Milkstone Studios,T,Action
Deep Black,PC,47,4,1.9,18,Biart,T,Action
Call of Duty,PC,91,44,8.4,1167,Infinity Ward,T,Action
Tom Clancy's Splinter Cell,PC,91,20,8.5,445,Ubisoft Montreal,T,Action Adventure
BlackSite: Area 51,PC,60,20,4.8,53,Midway Studios - Austin,T,Action
WinBack 2: Project Poseidon,Xbox,52,18,tbd,,Cavia Inc.,T,Action
Rogue Warrior,PC,29,11,3.4,149,Rebellion,M,Action
Hitman: Contracts,PC,74,27,7.7,262,Io Interactive,M,Action
Star Wars Jedi Knight II: Jedi Outcast,PC,89,35,8.7,475,Raven Software,T,Action
Classified: The Sentinel Crisis,Xbox,41,6,tbd,,Torus Games,T,Action
Medal of Honor: Allied Assault,PC,91,34,8.5,559,2015,T,Action
Medal of Honor: Pacific Assault,PC,80,43,7.1,222,EA LA,T,Action
Mercenaries 2: World in Flames,PC,70,20,6.1,77,Pandemic Studios,T,Action Adventure
007 Legends,PC,26,5,2.9,109,"Eurocom Entertainment Software, Eurocom",T,Action
Battlefield: Bad Company 2 Ultimate Edition,Xbox 360,,,7.5,11,Electronic Arts,M,Miscellaneous
Xyanide,Xbox,70,16,7.7,6,Playlogic,T,Action
Shadow Warrior,PC,73,50,8.0,786,Flying Wild Hog,,Action
Lost Planet: Extreme Condition Colonies Edition,Xbox 360,78,23,8.1,23,Capcom,T,Action
Terminator Salvation,PC,49,18,4.7,96,GRIN,T,Action
Phalanx,Game Boy Advance,71,8,tbd,,Kemco,E,Action
Brothers in Arms: Earned in Blood,PC,84,23,7.4,110,Gearbox Software,M,Action
DOOM VFR,PC,69,11,7.8,65,id Software,M,Action
Tom Clancy's Ghost Recon Advanced Warfighter,PC,80,26,7.7,150,GRIN,T,Action
Underwater Attack,DS,,,tbd,,"CyberPlanet Interactive Public Co., Ltd., CyberPlanet Interactive",E,Action
Strikers 1945 Plus Portable,PSP,53,6,tbd,,Arc System Works,E,Action
XIII,PC,72,27,7.7,111,Ubisoft Paris,M,Action
Alpha Prime,PC,59,19,6.0,119,Black Element,M,Action
Team Fortress 2,PC,92,17,9.0,7016,Valve Software,M,Action
Clive Barker's Undying,PC,85,29,8.8,196,Dreamworks Games,M,Action
Star Trek: Voyager Elite Force,PC,86,25,7.9,72,Raven Software,T,Action
The Operative: No One Lives Forever,PC,91,32,8.7,230,Monolith Productions,M,Action
Vietcong 2,PC,61,29,6.0,42,Pterodon,M,Action
Brothers in Arms: Road to Hill 30,PC,87,32,7.3,207,Gearbox Software,M,Action
Delta Force 2,PC,,,8.2,35,NovaLogic,T,Action
Warpath,Xbox,53,19,tbd,,Digital Extremes,T,Action
Battlefield: Bad Company 2 Ultimate Edition,PlayStation 3,,,8.3,8,Electronic Arts,M,Miscellaneous
NecroVisioN: Lost Company,PC,,,6.7,26,The Farm 51,,Action
Bionicle Heroes,PC,59,9,8.3,40,Traveller's Tales,E10+,Action
The Club,PC,67,22,5.9,35,Bizarre Creations,M,Action
Counter-Strike 1: Anthology,PC,,,7.8,29,Valve Software,M,Action
Hour of Victory,PC,,,,,Nfusion,T,Action
Kane & Lynch: Dead Men,PC,67,24,6.0,307,Io Interactive,M,Action
SAS: Secure Tomorrow,PC,,,7.2,5,City Interactive,M,Action
Tom Clancy's Rainbow Six: Vegas,PC,85,22,7.6,156,Ubisoft Montreal,M,Action
Velvet Assassin,PC,61,29,6.2,117,"Replay Studios, ML Enterprises",M,Action
Lost Planet: Extreme Condition,PC,66,23,7.2,359,Capcom,T,Action
ArmA II: Reinforcements,PC,,,7.8,4,Bohemia Interactive,M,Action
Painkiller: Gold Edition,PC,,,8.1,8,People Can Fly,M,Action
The Punisher,PC,67,19,8.4,154,Volition Inc.,M,Action
Space Invaders Evolution,PSP,,,,,"Marvelous, Marvelous Entertainment, Digital Whip",,Action
Deus Ex: Invisible War,PC,80,44,6.4,325,Ion Storm,M,Action Adventure
Rogue Trooper,PC,69,25,7.7,61,Rebellion,T,Action
BloodRayne,PC,65,15,7.7,136,Terminal Reality,M,Action
Red Faction II,PC,64,10,5.8,89,Outrage Games,M,Action
Conflict: Global Terror,PC,61,10,7.1,18,Pivotal Games,M,Action
Conflict: Desert Storm,PC,56,4,7.6,30,Pivotal Games,T,Action
IGI 2: Covert Strike,PC,64,22,8.2,88,Innerloop,M,Action
Space Invaders,PC,,,tbd,,"Z-Axis, Ltd.",,Action
Day of Defeat,PC,79,22,9.0,812,Valve Software,T,Action
Operation Flashpoint: Resistance,PC,77,13,8.7,56,Bohemia Interactive,M,Action
Tom Clancy's Rainbow Six: Lockdown,PC,59,17,6.2,108,"Red Storm Entertainment, Ubisoft Montreal",M,Action
Giants: Citizen Kabuto,PC,85,27,8.6,102,Planet Moon Studios,M,Action
Project: Snowblind,PC,76,23,6.4,43,Nixxes Software,T,Action
Stranglehold,PC,77,15,7.3,102,Midway,M,Action
Bet on Soldier: Blood Sport,PC,56,23,5.4,34,Kylotonn,M,Action
Conflict: Vietnam,PC,55,18,7.1,16,Pivotal Games,M,Action
NRA Gun Club,PlayStation 2,,,4.6,7,Jarhead Games,E10+,Action
ArmA: Queen's Gambit,PC,67,6,6.5,12,"Bohemia Interactive, Black Element Software",M,Action
Turning Point: Fall of Liberty,PC,39,18,4.5,40,Spark Unlimited,T,Action
John Romero's Daikatana,PC,,,4.6,56,Ion Storm,M,Action
ShellShock 2: Blood Trails,PC,40,12,5.3,49,Rebellion,M,Action
SWAT 4: The Stetchkov Syndicate,PC,80,19,8.0,66,Irrational Games,M,Action
XG Blast!,DS,68,7,tbd,,Next Wave Team,E,Action
BackTrack,Game Boy Advance,,,6.8,6,JV Games Inc.,T,Action
Serious Sam: The Second Encounter,PC,85,22,8.6,290,Croteam,M,Action
MDK,PC,,,8.2,50,Shiny Entertainment,T,Action
DOOM: Collector's Edition,PC,,,8.9,24,id Software,M,Action
The Mark,PC,27,5,3.1,15,T7 Games,M,Action
ShellShock: Nam '67,PC,50,20,4.1,17,Guerrilla,M,Action
Red Faction,PC,78,19,8.0,169,Volition Inc.,M,Action
Tarr Chronicles,PC,60,12,6.5,4,"Akella, Quasar",T,Simulation
Mace Griffin Bounty Hunter,PC,,,6.3,4,Warthog,M,Action
Pariah,PC,69,27,5.7,39,Digital Extremes,M,Action
Total Overdose: A Gunslinger's Tale in Mexico,PC,72,17,7.6,111,Deadline Games,M,Action
MDK2,PC,83,23,7.7,91,BioWare,T,Action
Tactical Ops: Assault on Terror,PC,57,12,7.2,22,Kamehan Studios,M,Action
The Sims 3,PC,86,75,7.8,1171,The Sims Studio,T,Simulation
Cooking Mama,DS,67,35,7.3,29,"Taito Corporation, Office Create",E,Simulation
Microsoft Flight Simulator,PC,91,66,7.2,1298,Asobo Studio,E,Simulation
The Sims 4,PC,70,75,4.1,2502,Maxis,T,Virtual Life
The Sims: Unleashed,PC,79,21,7.7,35,Maxis,T,Simulation
MySims,DS,67,15,7.0,18,TOSE,E,Simulation
Cooking Mama 2: Dinner With Friends,DS,70,39,8.3,12,Office Create,E,Simulation
The Sims: Vacation,PC,75,18,7.8,30,Maxis,T,Simulation
Cooking Mama: Cook Off,Wii,61,37,5.7,26,OfficeCreate,E,Simulation
Imagine: Babyz,DS,,,7.7,15,Ubisoft,E,Simulation
Imagine: Fashion Designer,DS,,,7.6,7,Virtual Toys,E,Simulation
The Sims,PlayStation 2,83,33,7.6,54,Edge of Reality,T,Miscellaneous
The Sims Bustin' Out,PlayStation 2,81,26,8.4,47,Maxis,T,Miscellaneous
The Sims 3,Xbox 360,76,42,7.5,81,The Sims Studio,T,Simulation
Dance Dance Revolution X2,PlayStation 2,,,tbd,,Konami,E10+,Miscellaneous
The Sims: House Party,PC,74,17,7.9,36,Maxis,T,Simulation
SimCity 2000,PC,,,,,Maxis,E,Strategy
Dance Dance Revolution Extreme,PlayStation 2,77,26,8.5,22,KCET,E,Miscellaneous
Dance Dance Revolution Hottest Party,Wii,73,16,7.1,27,Konami,E10+,Action
The Sims 2: Pets,DS,49,5,4.9,31,Full Fat,E,Simulation
The Sims 3,PlayStation 3,78,39,6.7,68,The Sims Studio,T,Simulation
The Sims: Makin' Magic,PC,80,22,7.8,42,Maxis,T,Simulation
Star Wars Rogue Leader: Rogue Squadron II,GameCube,90,45,8.6,110,Factor 5,T,Simulation
The Sims: Hot Date,PC,85,17,7.8,78,Maxis,T,Simulation
DDRMAX2 Dance Dance Revolution,PlayStation 2,82,27,8.3,10,Konami,E,Miscellaneous
The Urbz: Sims in the City,PlayStation 2,70,25,8.2,29,Maxis,T,Miscellaneous
Star Wars: Starfighter,PlayStation 2,84,25,8.0,26,LucasArts,T,Simulation
Dance Dance Revolution X,PlayStation 2,55,6,6.8,6,Konami,E10+,Miscellaneous
Imagine: Teacher,DS,,,7.5,4,Magic Pockets,E,Simulation
Cooking Mama 3: Shop & Chop,DS,65,20,5.9,8,"Taito Corporation, Office Create",E,Simulation
The Sims 3: Late Night Expansion Pack,PC,74,17,5.6,88,The Sims Studio,T,Simulation
The Sims: Superstar,PC,79,20,7.6,31,Maxis,T,Simulation
MySims,Wii,68,38,7.0,64,EA Redwood Shores,E,Simulation
Kinectimals,Xbox 360,74,50,3.5,76,Frontier Developments,E,Simulation
Dance Dance Revolution: Hottest Party 2,Wii,69,8,6.8,6,Konami,E10+,Action
MySims Kingdom,DS,58,9,6.5,4,TOSE,E,Simulation
Imagine: Master Chef,DS,,,tbd,,"Ubisoft, MTO",E,Simulation
The Sims 3,Wii,,,2.6,36,The Sims Studio,T,Simulation
The Sims 4,PlayStation 4,66,27,3.9,242,Maxis,T,Simulation
The Sims 2,PSP,65,17,7.3,47,Maxis,T,Simulation
Petz Wild Animals: Dolphinz,DS,,,tbd,,Magic Pockets,E,Simulation
Imagine: Wedding Designer,DS,,,tbd,,"Southlogic Studios, Lexis Numerique, Virtual Toys",E,Simulation
The Sims 2: Nightlife,PC,76,31,6.8,77,Maxis,T,Simulation
The Sims 2: Castaway,Wii,73,19,7.8,11,Maxis,T,Simulation
Worldwide Soccer Manager 2009,PC,83,29,7.6,33,Sports Interactive,E,Sports
Dance Dance Revolution Extreme 2,PlayStation 2,76,27,8.8,24,Konami Computer Entertainment Hawaii,E10+,Miscellaneous
MechAssault,Xbox,87,32,8.0,49,Day 1 Studios,T,Simulation
Petz: Dogz 2,DS,,,tbd,,MTO,E,Simulation
Imagine: Babysitters,DS,,,tbd,,Visual Impact,E,Simulation
Imagine: Fashion Designer New York,DS,,,tbd,,"Lexis Numerique, Virtual Toys",E,Simulation
Spore Creatures,DS,65,20,6.8,25,Griptonite Games,E,Strategy
Imagine: Animal Doctor,DS,,,7.4,5,Virtual Toys,E,Simulation
Dance Dance Revolution SuperNOVA,PlayStation 2,73,25,7.8,8,Konami,E10+,Miscellaneous
ZhuZhu Pets,DS,,,tbd,,Black Lantern Studios,E,Simulation
Petz: Catz 2,DS,,,7.0,4,Powerhead Games,E,Simulation
EyePet,PlayStation 3,70,35,7.6,24,SCEE London Studio,E,Simulation
Littlest Pet Shop: Winter,DS,,,tbd,,Electronic Arts,E,Simulation
Pilotwings Resort,3DS,71,64,7.1,106,Monster Games Inc.,E,Simulation
Harvest Moon 3D: A New Beginning,3DS,74,21,7.7,71,Marvelous AQL,E,Strategy
The Sims 2,DS,70,13,6.1,32,Griptonite Games,E10+,Simulation
Build-A-Bear Workshop,DS,61,11,4.7,6,Neko Entertainment,E,Simulation
Top Gun: Combat Zones,PlayStation 2,63,17,3.3,9,Titus Software,E,Simulation
Crimson Skies: High Road to Revenge,Xbox,88,49,8.8,55,FASA Studio,T,Simulation
Cooking Mama: World Kitchen,Wii,62,17,4.8,13,Cooking Mama Limited,E,Simulation
Endless Ocean: Blue World,Wii,76,42,8.6,34,Arika,E10+,Adventure
Farming Simulator 17,PlayStation 4,69,18,6.9,35,"Giants Software, Maximum Games",E,Simulation
Petz: Dogz Fashion,DS,,,tbd,,"Ubisoft, MTO",E,Strategy
Blazing Angels: Squadrons of WWII,Wii,57,11,6.8,31,Ubisoft,T,Simulation
Harvest Moon: Tree of Tranquility,Wii,65,18,8.3,31,Marvelous Entertainment,E,Strategy
Imagine: Rock Star,DS,,,tbd,,Gevo Entertainment,E,Action
The Sims 2,PlayStation 2,75,31,4.8,188,Maxis,T,Miscellaneous
Star Wars Rogue Squadron III: Rebel Strike,GameCube,75,36,7.6,64,Factor 5,T,Simulation
The Sims 2: Pets,PSP,57,9,7.4,10,Maxis,T,Simulation
The Sims 2: Castaway,PSP,64,5,7.3,22,Maxis,E10+,Simulation
Dance Dance Revolution SuperNOVA 2,PlayStation 2,70,10,tbd,,Konami,E10+,Miscellaneous
Armored Core 2,PlayStation 2,78,23,8.6,25,From Software,T,Simulation
The Sims 3,3DS,52,29,3.0,35,EA Games,T,Simulation
My Baby Girl,DS,,,tbd,,Dancing Dots,E,Simulation
